Date,PRME,INDU,CONS,ENRS,HLTH,INFT,UTIL,TELS,FINA,EE,RETA,SP500,LL100
3/21/2019,164.66,629.09,572.56,497.92,1068.66,1317.68,294.63,160.5,727.43,1842.86,5525.21,2854.879883,2166.66
3/22/2019,166.06,614.81,571.22,484.86,1049.44,1286.77,296.66,158.47,707.27,1763.68,5385.59,2800.709961,2163.02
3/23/2019,,,,,,,,,,,,,2163.35
3/24/2019,,,,,,,,,,,,,2163.68
3/25/2019,169.65,616.31,571.15,484.83,1048.7,1281.66,297.01,158.17,704.5,1753.58,5445.52,2798.360107,2157.89
3/26/2019,170.88,620.65,576.02,491.84,1055.88,1288.82,299.08,158.88,712.48,1767.21,5486.44,2818.459961,2156.06
3/27/2019,168.68,621.3,573.72,488.39,1047.3,1281.78,297.08,158.02,709.36,1751.82,5541.77,2805.370117,2155.43
3/28/2019,164.32,626.06,576.14,490.21,1050.07,1286.59,293.38,157.23,715.45,1762.75,5564.22,2815.439941,2156.66
3/29/2019,163.76,632.36,580.11,489.45,1062.47,1299.16,295.15,157.68,717.79,1789.67,5581.81,2834.399902,2159.08
3/30/2019,,,,,,,,,,,,,2159.23
3/31/2019,,,,,,,,,,,,,2159.74
4/1/2019,161.23,645.46,578.9,496.14,1064.24,1317.4,293.05,159.97,735.15,1831,5620.57,2867.189941,2164.97
4/2/2019,161.98,645.05,574.01,492.66,1061.7,1321.39,293.37,160.61,735.07,1835.24,5565.79,2867.23999,2169.56
4/3/2019,162.01,643.34,570.42,487.93,1060.41,1332.39,292.92,161.2,737.41,1856.46,5593.63,2873.399902,2174.29
4/4/2019,165.44,647.22,572.51,492.11,1057.84,1326.56,291.77,162.27,741.72,1856.3,5660.15,2879.389893,2178.06
4/5/2019,164.97,649.13,574.07,500.45,1065.28,1332.22,294.7,162.33,742.38,1870.16,5658.92,2892.73999,2180.08
4/6/2019,,,,,,,,,,,,,2180.41
4/7/2019,,,,,,,,,,,,,2180.74
4/8/2019,166.42,646.27,576.53,502.9,1065.1,1337.63,292.56,162.08,743.49,1880.66,5642.5,2895.77002,2184
4/9/2019,166.83,637.24,575.66,496.42,1060.94,1330.64,293.33,162.12,737.02,1858.02,5574.03,2878.199951,2185.79
4/10/2019,164.68,637.15,577.51,498.51,1062.35,1340,292.22,162.61,739.5,1881.37,5652.03,2888.209961,2186.12
4/11/2019,162.78,642.78,578.16,498.68,1049.49,1338.34,293.83,162.85,743.64,1884.15,5617.95,2888.320068,2187.53
4/12/2019,162.46,651.03,579.79,499.6,1039.31,1347.62,295.3,164.85,757.96,1903.19,5607.29,2907.409912,2190.51
4/13/2019,,,,,,,,,,,,,2190.83
4/14/2019,,,,,,,,,,,,,2191.16
4/15/2019,163.15,647.67,583.78,496.76,1042.89,1347.12,295.3,165.14,753.33,1914.33,5609.76,2905.580078,2193.22
4/16/2019,159.79,651.48,583.44,499.94,1021.77,1353.67,291.21,165.49,763.63,1928.88,5644.56,2907.060059,2194.93
4/17/2019,158.03,652.43,585.56,499.51,992.27,1361.53,290.59,165.74,765.02,1916.88,5645.72,2900.449951,2196.24
4/18/2019,155.73,659.7,585.35,496.88,993.64,1365.38,290.64,165.97,763.17,1920.8,5621.48,2905.030029,2196.35
4/19/2019,,,,,,,,,,,,,2196.68
4/20/2019,,,,,,,,,,,,,2197.01
4/21/2019,,,,,,,,,,,,,2197.33
4/22/2019,153.38,657.6,585.13,507.08,994.29,1368.48,290.31,167.17,761.2,1900.55,5506.45,2907.969971,2198.12
4/23/2019,152.16,663.44,584.46,507.26,1010.15,1383.91,291.39,168.6,765.64,1925.42,5595.44,2933.679932,2199.31
4/24/2019,153.02,661.38,584.96,497.89,1008.77,1383.8,292.98,167.34,764.57,1920.4,5690.65,2927.25,2200.46
4/25/2019,151.93,648.24,580.6,496.5,1020.19,1383.78,294.25,169.15,766.55,1879.93,5635.28,2926.169922,2201.41
4/26/2019,155.04,652.91,585.93,490.47,1030.02,1378.9,294.72,170.44,773.85,1878.97,5678.97,2939.879883,2202.77
4/27/2019,,,,,,,,,,,,,2203.1
4/28/2019,,,,,,,,,,,,,2203.43
4/29/2019,151.3,654.68,586.44,489.24,1027.85,1378.82,292.85,171.89,781.1,1875.61,5691.51,2943.030029,2204.36
4/30/2019,152.3,657.97,593.64,489.38,1033.35,1381.76,297.75,167.49,782.42,1874.48,5668.59,2945.830078,2204.83
5/1/2019,149.31,653.03,586.68,478.74,1030.29,1378.01,294.58,166.37,775.71,1870.09,5593.64,2923.72998,2204.98
5/2/2019,146.98,652.17,586.12,470.54,1035.18,1370.58,293.75,165.53,776.94,1869.37,5627.49,2917.52002,2204.99
5/3/2019,147.98,660.25,590.44,474.5,1043.06,1383.55,295.65,167.45,783.69,1910.04,5688.44,2945.639893,2205.57
5/4/2019,,,,,,,,,,,,,2205.9
5/5/2019,,,,,,,,,,,,,2206.23
5/6/2019,147.81,653.88,589.48,474.19,1049.13,1372.25,293.76,167.14,778.58,1887.84,5646.85,2932.469971,2203.6
5/7/2019,150.64,640.52,583.58,471.23,1028.7,1343.21,292.84,164.87,765.41,1873.74,5547.97,2884.050049,2203.39
5/8/2019,148.21,640.58,582.69,470.95,1029.92,1340.96,288.8,164.28,763.22,1846.44,5560.56,2879.419922,2201.09
5/9/2019,147.48,639.3,581.44,471.27,1027.78,1331.85,288.54,163.98,762.63,1841.81,5511.68,2870.719971,2198.41
5/10/2019,146.1,641.72,588.24,471.66,1027.08,1334.23,293.54,164.33,766.65,1839.33,5475.92,2881.399902,2197.12
5/11/2019,,,,,,,,,,,,,2197.45
5/12/2019,,,,,,,,,,,,,2197.78
5/13/2019,150.45,623.48,583.37,464.19,1009.16,1284.72,296.79,160.19,744.62,1760.48,5268.82,2811.870117,2193.47
5/14/2019,149.9,630.14,585.54,469.26,1013.28,1305.26,294.22,160.58,750.67,1787.4,5340.06,2834.409912,2195.05
5/15/2019,149.45,630.91,590.2,471.42,1016.01,1318.1,293.82,163.97,747.09,1802.26,5330.19,2850.959961,2197.03
5/16/2019,147.48,636.37,594.62,473.19,1023.65,1331.12,295.53,165.55,755.29,1805.45,5328.61,2876.320068,2198.87
5/17/2019,148.39,629.36,593.5,468.23,1021.94,1320.19,296.96,164.76,750.81,1764.56,5292.06,2859.530029,2200.19
5/18/2019,,,,,,,,,,,,,2200.52
5/19/2019,,,,,,,,,,,,,2200.85
5/20/2019,148.48,627.59,592.18,468.55,1021.56,1297.15,297.46,162.83,751.84,1736.53,5275.85,2840.22998,2201.34
5/21/2019,148.74,635.01,590.35,473.58,1029.96,1312.69,297.64,164.39,758.34,1774.01,5339.9,2864.360107,2201.84
5/22/2019,146.46,629.83,593.6,466.1,1036.5,1305.25,300.07,164.44,754.54,1736.43,5238.72,2856.27002,2200.99
5/23/2019,146.91,619.8,593.21,451.53,1032.68,1282.69,302.53,162.37,743.33,1700.73,5166.93,2822.23999,2198.28
5/24/2019,147.57,620.08,590.84,452.22,1033.95,1283.32,301.9,162.38,749.2,1712.04,5174.9,2826.060059,2197.63
5/25/2019,,,,,,,,,,,,,2197.96
5/26/2019,,,,,,,,,,,,,2198.29
5/27/2019,,,,,,,,,,,,,2198.63
5/28/2019,146.65,614.2,580.27,447.24,1019.38,1279.08,297.03,162.65,741.04,1702.2,5135.81,2802.389893,2198.23
5/29/2019,147.06,611.41,576.17,444.45,1009.65,1271.44,293.05,160.85,740.29,1686.51,5019.59,2783.02002,2193.91
5/30/2019,149.4,613.78,578.06,439.19,1014.93,1279.09,292.65,160.81,737.09,1700.43,5031.11,2788.860107,2194.31
5/31/2019,155.8,604.8,569.93,432.1,1007,1258.6,293.95,157.52,726.28,1661.78,4963.87,2752.060059,2190.07
6/1/2019,,,,,,,,,,,,,2190.4
6/2/2019,,,,,,,,,,,,,2190.74
6/3/2019,161.89,609.09,577.48,438.01,1010.07,1236.49,296.99,153.13,731.27,1652.83,4996.25,2744.449951,2189.65
6/4/2019,163.37,623.5,581.98,445.06,1027.09,1276.85,297.11,155.8,751.07,1712.12,5149.66,2803.27002,2189.22
6/5/2019,163.94,630.18,588.49,440.25,1034.02,1294.44,303.47,155.99,755.44,1716.74,5066.97,2826.149902,2190.63
6/6/2019,165.98,630.22,593.26,447.85,1037.29,1308.5,304.8,156.67,758.58,1719.37,5050.93,2843.48999,2190.91
6/7/2019,165.79,635.64,599.31,449.69,1050.52,1333.69,302.45,158.98,757.22,1736.96,5103.76,2873.340088,2191.69
6/8/2019,,,,,,,,,,,,,2192.02
6/9/2019,,,,,,,,,,,,,2192.35
6/10/2019,163.78,636.44,599.32,451.19,1053.78,1346.78,300.64,158.75,763.93,1755.05,5139.02,2886.72998,2193.65
6/11/2019,164.58,630.73,601.76,451.75,1051.17,1347.03,298.56,159.21,763.96,1757.1,5193.78,2885.719971,2193.96
6/12/2019,166.94,632,602.01,445.26,1056.56,1339.26,302.54,158.76,756.72,1747.48,5170.68,2879.840088,2193.01
6/13/2019,168.58,635.39,602.65,450.81,1055.35,1342.19,303,160.57,758.71,1766.32,5235.63,2891.639893,2192.96
6/14/2019,168.74,632.91,602.85,447.48,1052.28,1331.07,306.01,161.19,760.7,1735.94,5223.83,2886.97998,2192.23
6/15/2019,,,,,,,,,,,,,2192.56
6/16/2019,,,,,,,,,,,,,2192.89
6/17/2019,170.27,630.86,601.58,451.55,1057.19,1333.28,304.98,162.9,753.59,1742.4,5231.41,2889.669922,2192.88
6/18/2019,171.79,642.81,598.13,457.67,1065.9,1356.19,304.03,163.57,763.5,1782.81,5256.94,2917.75,2193.74
6/19/2019,173.63,642.69,600.58,456.65,1076.1,1362.09,306.49,163.87,761.93,1791.28,5250.88,2926.459961,2194.06
6/20/2019,181.05,653.07,605.44,466.74,1080.43,1381.59,308.15,164.91,765.78,1811.86,5272.12,2954.179932,2195.67
6/21/2019,181.96,649.74,603.48,470.57,1085.15,1375.25,309.59,165.57,763.73,1800.16,5275.86,2950.459961,2194.98
6/22/2019,,,,,,,,,,,,,2195.31
6/23/2019,,,,,,,,,,,,,2195.65
6/24/2019,188.22,648.24,605.09,466.21,1079.75,1377.33,309.64,165.75,761.17,1791.58,5187.87,2945.350098,2195.49
6/25/2019,185.52,643.5,604.77,462.36,1075.31,1352.02,307.71,163.1,758.48,1777.77,5157.89,2917.379883,2194.22
6/26/2019,185.33,644.8,596.4,469.46,1061.9,1366.8,301.09,162.26,757.25,1802.55,5181.1,2913.780029,2191.57
6/27/2019,184.21,645.41,596.93,465.73,1068.53,1370.6,301.47,162.96,764.42,1813.33,5251.71,2924.919922,2192.76
6/28/2019,185.67,651.69,597.34,471.28,1072.47,1372.56,303.04,164.23,775.2,1837.56,5286.12,2941.76001,2193.29
6/29/2019,,,,,,,,,,,,,2193.63
6/30/2019,,,,,,,,,,,,,2193.97
7/1/2019,179.72,653.25,600.1,471.74,1078.6,1392.41,302.09,165.46,784.03,1856.65,5288.16,2964.330078,2195.79
7/2/2019,185.07,652.38,605.19,463.54,1083.21,1396.41,305.84,167.22,782.6,1839.42,5246.62,2973.01001,2196.89
7/3/2019,186.04,655.8,613.4,466.33,1093.05,1405.88,308.42,168.41,787.96,1851.47,5296.24,2995.820068,2197.88
7/4/2019,,,,,,,,,,,,,2198.22
7/5/2019,184.3,652.39,610.37,466.84,1085.09,1403.17,307.9,168.73,790.97,1846.47,5356.03,2990.409912,2198.66
7/6/2019,,,,,,,,,,,,,2199
7/7/2019,,,,,,,,,,,,,2199.34
7/8/2019,184.54,647.59,611.41,467.3,1077,1392.92,308.25,167.22,785.97,1812.39,5344.28,2975.949951,2200.63
7/9/2019,186.47,646.22,607.84,467.7,1078.19,1397.3,308.44,167.69,788.73,1821.45,5307.4,2979.629883,2201.22
7/10/2019,190.21,644.35,612.31,474.26,1082.1,1408.51,309.42,169.81,785.14,1826.5,5295.61,2993.070068,2202.41
7/11/2019,188.67,648.92,613.83,475.13,1082.31,1413.28,309.53,169.66,789.82,1806.4,5294.15,2999.909912,2202.58
7/12/2019,190.09,660.45,615.88,476.89,1069.57,1424.52,307.55,170.73,794.66,1829.85,5383.06,3013.77002,2203.89
7/13/2019,,,,,,,,,,,,,2204.23
7/14/2019,,,,,,,,,,,,,2204.56
7/15/2019,190.01,657.74,617.13,472.47,1071.79,1428.79,308.69,170.84,790.45,1828.5,5360.58,3014.300049,2206.5
7/16/2019,189.1,662.02,617.2,467.15,1066.4,1415.8,306.93,170.73,788.4,1820.9,5378.05,3004.040039,2208.59
7/17/2019,195.65,647.63,616.39,461.79,1066.6,1411.65,308.26,169.22,781.45,1810.21,5310.87,2984.419922,2210.07
7/18/2019,201.73,649.23,621.45,461.75,1072.41,1423.02,310.7,167.72,787.98,1808.96,5286.96,2995.110107,2209.66
7/19/2019,200.35,652.22,617.25,464.01,1061.01,1415.14,306.2,165.51,784.15,1807.05,5295.69,2976.610107,2209.72
7/20/2019,,,,,,,,,,,,,2210.05
7/21/2019,,,,,,,,,,,,,2210.39
7/22/2019,201.22,652.93,613.96,466.07,1059.39,1432.44,305.64,165.77,785.79,1817.48,5244.32,2985.030029,2210.67
7/23/2019,199.71,661.01,617.82,467.32,1065.93,1440.39,303.77,166.27,794.73,1842.06,5275.45,3005.469971,2211.03
7/24/2019,201.52,663.68,613.89,469.21,1066.28,1452.75,303.99,167.74,802,1870.61,5383.6,3019.560059,2210.39
7/25/2019,197.98,662.3,613.65,463.77,1060.39,1441.26,303.08,167.61,797.26,1872.18,5323.91,3003.669922,2211.66
7/26/2019,196.69,661.19,620.94,461.46,1064.81,1449.31,304.33,173.05,805.23,1884.2,5357.67,3025.860107,2212.56
7/27/2019,,,,,,,,,,,,,2212.89
7/28/2019,,,,,,,,,,,,,2213.23
7/29/2019,199.21,660.02,622.5,459.92,1069.15,1448.58,305.83,172.23,798.92,1881.87,5365.2,3020.969971,2215.53
7/30/2019,199.17,662.55,623.64,464.95,1064.57,1438.48,303.49,171.08,797.6,1896.75,5314.04,3013.179932,2215.46
7/31/2019,189.6,655.57,611.23,462.47,1054.04,1417.35,301.9,169.18,794.19,1844.21,5311.56,2980.379883,2216.82
8/1/2019,198.39,642.57,608.27,451.93,1055.1,1409.78,304.94,168.35,775.76,1810.68,5132.61,2953.560059,2217.64
8/2/2019,197.19,638.4,608.99,445.85,1052.76,1386.07,305.1,167.01,774.47,1746.11,5109.17,2932.050049,2215.96
8/3/2019,,,,,,,,,,,,,2216.3
8/4/2019,,,,,,,,,,,,,2216.64
8/5/2019,203.84,620.74,592.59,432.63,1028.13,1329.68,300.49,162.14,749.37,1692.02,4992.98,2844.73999,2212.52
8/6/2019,204.91,630.03,598.32,432.35,1041.18,1351.07,304.4,164.33,760.66,1717.01,5063.35,2881.77002,2212.81
8/7/2019,209.62,629.32,605.27,429.08,1040.86,1359.7,305.06,163.64,751.45,1715.47,5046.62,2883.97998,2209.11
8/8/2019,211.6,639.8,612.59,441.49,1055.21,1392.17,308.18,167.28,764.48,1760.12,5125.89,2938.090088,2208.81
8/9/2019,210.24,634.46,609.05,435.96,1057.12,1374.82,308.29,165.94,762.21,1735.51,5007.41,2918.649902,2206.85
8/10/2019,,,,,,,,,,,,,2207.18
8/11/2019,,,,,,,,,,,,,2207.52
8/12/2019,208.53,625.84,605.05,429.65,1046.29,1357.6,307.4,164.26,747.93,1709.02,4917.4,2882.699951,2206.29
8/13/2019,205.04,632.99,612.34,434.15,1059.98,1391.09,307.88,166.78,756.87,1743.92,5000.85,2926.320068,2204.71
8/14/2019,205.04,614.04,602.63,416.27,1029.94,1347.85,304.99,161.67,729.97,1685.3,4785.7,2840.600098,2202.69
8/15/2019,207.07,612.61,611.74,414.12,1033.52,1345.34,308.83,162.44,732.25,1671.49,4716.56,2847.600098,2199.87
8/16/2019,205.97,624.22,618.62,419.03,1045.86,1370.62,309.93,164.35,745.87,1713.68,4812.54,2888.679932,2200.1
8/17/2019,,,,,,,,,,,,,2200.44
8/18/2019,,,,,,,,,,,,,2200.77
8/19/2019,203.89,630.49,624.42,428.01,1056.18,1391.95,312.07,166.64,753.34,1738.9,4870.91,2923.649902,2201.32
8/20/2019,209.55,626.1,616.85,423.89,1047.12,1384.62,311.51,164.99,742.87,1718.93,4821.65,2900.51001,2201.25
8/21/2019,209.47,630.3,618.97,427.08,1054.96,1400.95,313.61,165.64,746.3,1738.84,4918.44,2924.429932,2202.39
8/22/2019,208.73,631.18,621.65,425.02,1049.81,1397.29,313.82,165.36,750.96,1756.3,4999.9,2922.949951,2203.55
8/23/2019,216.42,614.12,611.45,410.68,1025.47,1351.11,310.52,161.06,731.94,1690.13,4797.55,2847.110107,2204.07
8/24/2019,,,,,,,,,,,,,2204.41
8/25/2019,,,,,,,,,,,,,2204.74
8/26/2019,216.85,618.66,618.33,412.53,1035.41,1369.95,314.19,163.52,739.91,1697.49,4860.95,2878.379883,2205.19
8/27/2019,223.96,615.97,616.53,409.96,1029.73,1368.12,314.62,163.68,734.77,1673.69,4807.01,2869.159912,2206.35
8/28/2019,224.24,622.48,622.33,415.71,1037.01,1369.42,313.8,164.51,741.48,1688.45,4929.05,2887.939941,2206.16
8/29/2019,218.29,633.48,622.31,421.74,1045,1393.07,315.82,166.71,752.66,1734.27,5003.98,2924.580078,2207.07
8/30/2019,219.34,636.24,621.27,422.09,1046.74,1393.25,315.97,166.58,755.71,1747.13,4953.36,2926.459961,2207.76
8/31/2019,,,,,,,,,,,,,2208.09
9/1/2019,,,,,,,,,,,,,2208.43
9/2/2019,,,,,,,,,,,,,2208.76
9/3/2019,221.91,627.22,624.42,419.76,1040.16,1375.65,321.51,164.87,747.35,1720.11,4874.23,2906.27002,2208.72
9/4/2019,225.58,635.4,630.18,425.6,1040.31,1399.16,321.98,167.52,755.57,1757.06,4935.5,2937.780029,2209.36
9/5/2019,215.03,646.62,625.55,431.01,1050.46,1428.93,318.15,170.2,770.34,1822.42,5118.33,2976,2211.05
9/6/2019,208.93,647.68,628.52,433.24,1053.74,1426.76,317.09,169.82,770.47,1828.07,5111.43,2978.709961,2212.13
9/7/2019,,,,,,,,,,,,,2212.46
9/8/2019,,,,,,,,,,,,,2212.79
9/9/2019,203.7,649.5,626.83,441.27,1044.07,1416.49,315.12,170.2,782.43,1852.2,5288.47,2978.429932,2214.21
9/10/2019,201.9,655.99,623.01,446.98,1047.12,1409.53,315.43,170.15,785.58,1867.86,5436.09,2979.389893,2217.41
9/11/2019,203.05,662.29,625.55,447.08,1057.71,1423.77,318.51,171.76,790.26,1911.32,5477.11,3000.929932,2220.07
9/12/2019,200.41,662.79,627.45,444.25,1056.44,1430.86,318.94,172.39,794.04,1906.89,5424.82,3009.570068,2223.61
9/13/2019,197.09,666.21,622.72,447.81,1055.71,1421.26,317.12,172.31,800.72,1909.63,5435.94,3007.389893,2225.65
9/14/2019,,,,,,,,,,,,,2225.98
9/15/2019,,,,,,,,,,,,,2226.31
9/16/2019,199.02,665.21,616.76,462.55,1053.26,1417.4,317.38,170.99,796.96,1903.32,5375.57,2997.959961,2228.89
9/17/2019,205.54,664.94,620.14,455.54,1054.78,1422.34,320.21,171.49,797.73,1899.24,5329.14,3005.699951,2228.57
9/18/2019,202.04,664.01,620.29,453.64,1054.84,1423.27,321.72,171.35,801.2,1892.29,5278.58,3006.72998,2225.51
9/19/2019,206.02,660.72,620.27,451.89,1059.81,1426.3,322.88,171.45,798.06,1875.95,5246.24,3006.790039,2223.65
9/20/2019,209.21,656.39,618.9,452.25,1066.2,1410.34,324.08,170.66,792.93,1852.02,5227.65,2992.070068,2224.96
9/21/2019,,,,,,,,,,,,,2225.29
9/22/2019,,,,,,,,,,,,,2225.62
9/23/2019,212.98,655.24,621.15,452.76,1059.7,1413.57,324.5,169.98,794.28,1853.53,5284.43,2991.780029,2225.12
9/24/2019,215.56,651.05,622.58,445.38,1050.1,1399.08,327.93,167.7,786.81,1826.61,5241.3,2966.600098,2225.78
9/25/2019,209.04,655.69,623.79,446.4,1045.04,1416.42,327.84,169.58,792.56,1857.95,5289.05,2984.870117,2223.66
9/26/2019,207.18,656.23,626.9,440.45,1038.47,1416.98,329.42,168.23,789.49,1843.37,5256.54,2977.620117,2222.71
9/27/2019,201.95,653.53,626.39,440.45,1034.11,1398.82,328.29,166.67,791.59,1835.38,5257.1,2961.790039,2222.11
9/28/2019,,,,,,,,,,,,,2222.44
9/29/2019,,,,,,,,,,,,,2222.77
9/30/2019,196.87,654.89,629.38,437.13,1043.37,1413.36,328.49,167.26,790.8,1839.99,5312.17,2976.73999,2223.11
10/1/2019,197.48,639.2,627.61,427.07,1033.33,1401.34,327.49,165.56,774.36,1800.03,5273.04,2940.25,2223.26
10/2/2019,200.71,626.62,615.86,415.93,1017.63,1373.62,323.25,163.32,758.12,1775.7,5127.29,2887.610107,2218.98
10/3/2019,199.95,631.02,620.29,421.16,1027.12,1390.61,324.12,164.67,760.15,1791.05,5148.35,2910.629883,2215.98
10/4/2019,204.14,637.93,629.91,423.76,1043.45,1414.4,329.06,166.98,774.86,1805.59,5180.16,2952.01001,2213.63
10/5/2019,,,,,,,,,,,,,2213.96
10/6/2019,,,,,,,,,,,,,2214.29
10/7/2019,202.8,634.48,624.92,419.86,1038.97,1407.63,327.59,167.05,771.43,1797.28,5174.13,2938.790039,2212.51
10/8/2019,207.8,624.51,619.12,412.37,1019.95,1382.07,324.27,164.85,755.81,1743.99,5102.42,2893.060059,2209.83
10/9/2019,206.26,629.83,623.81,416.77,1026.94,1402.13,325.92,165.47,763.37,1763.19,5146.25,2919.399902,2208.87
10/10/2019,206.65,635.25,625.09,422.11,1032.22,1411.07,325.54,166.53,771.24,1766.28,5197.58,2938.129883,2205.5
10/11/2019,197.77,647.76,624.47,428.04,1040.49,1432.11,324.41,168.26,781.13,1805.94,5317.98,2970.27002,2204.94
10/12/2019,,,,,,,,,,,,,2205.26
10/13/2019,,,,,,,,,,,,,2205.59
10/14/2019,199.18,646.23,621.8,427.54,1040.14,1430.66,322.23,167.92,782.05,1809.73,5260.03,2966.149902,2205.91
10/15/2019,193.96,651.32,619.31,429.22,1058.45,1446.46,321.27,170.64,792.47,1834.94,5326.13,2995.679932,2207.17
10/16/2019,196.87,651.04,619.84,422.81,1057.2,1436.23,322.03,170.89,790.65,1835.32,5355,2989.689941,2209.69
10/17/2019,200.36,654.11,622.28,422.97,1065.21,1432.88,322.76,171.98,791.56,1863.37,5417.85,2997.949951,2211.36
10/18/2019,201.48,648.41,623.45,420.67,1061.63,1419.82,323.94,170.48,793.4,1857.45,5347.86,2986.199951,2213.81
10/19/2019,,,,,,,,,,,,,2214.13
10/20/2019,,,,,,,,,,,,,2214.46
10/21/2019,197.34,652.36,625.49,428.49,1060.84,1434.96,325.13,171.19,804.68,1881.6,5409.78,3006.719971,2215.22
10/22/2019,197.23,657.62,625.67,434.1,1062.67,1415.29,326.58,169.65,802.42,1887.35,5479.29,2995.98999,2215.69
10/23/2019,199.3,657.43,628.62,437.36,1069.33,1417.01,327.78,170.73,805.3,1889.34,5505.91,3004.52002,2216.71
10/24/2019,205.4,658.24,630.4,435.5,1062.95,1438,329.07,169.48,804.98,1885.68,5492.11,3010.290039,2218.43
10/25/2019,206.84,662.43,627.09,438.87,1065.01,1455.22,325.49,170.68,809.02,1902.73,5550.46,3022.550049,2218.18
10/26/2019,,,,,,,,,,,,,2218.51
10/27/2019,,,,,,,,,,,,,2218.83
10/28/2019,202.6,664.12,625.95,436.14,1076.07,1473.62,321.23,172.68,813.06,1947.47,5596.63,3039.419922,2219.15
10/29/2019,203.31,666.71,625.69,437.97,1088.55,1460.08,321.58,171.03,815.39,1950.52,5507.12,3036.889893,2218.38
10/30/2019,205.44,668.93,628.6,428.68,1097.02,1468.97,324.36,171.36,814.34,1938.43,5462.77,3046.77002,2218.05
10/31/2019,210.53,661.33,627.29,426.66,1095.58,1467.2,325.85,171.82,809.89,1922.57,5393.23,3037.560059,2218.71
11/1/2019,208.67,675.93,627.3,437.36,1097.41,1485.07,325.17,173.25,821.77,1966.13,5468.21,3066.909912,2219.79
11/2/2019,,,,,,,,,,,,,2220.12
11/3/2019,,,,,,,,,,,,,2220.44
11/4/2019,204.64,684.05,621.43,451.12,1093.62,1493.2,321,173.95,829.18,1991.63,5549.66,3078.27002,2221.28
11/5/2019,201.32,685.41,622.98,453.17,1083.84,1491.04,317.71,173.83,832.68,2007.15,5628.41,3074.620117,2220.56
11/6/2019,203.77,685.74,626.25,442.79,1089.91,1490.83,318.54,173.48,836.11,1990.09,5601.18,3076.780029,2220.36
11/7/2019,198.23,687.29,623.85,449.78,1091.46,1500.8,314.25,174.64,842.41,1996.73,5596.69,3085.179932,2222.28
11/8/2019,197.03,688.42,623.97,446.13,1100.18,1509.6,313.06,175.28,842.63,1999.97,5562.33,3093.080078,2224.27
11/9/2019,,,,,,,,,,,,,2224.59
11/10/2019,,,,,,,,,,,,,2224.9
11/11/2019,197.36,688.92,622.74,443.65,1095.63,1510.51,310.94,174.59,840.42,1989.26,5560.36,3087.01001,2225.22
11/12/2019,199.4,688.7,624.18,441.05,1101.98,1514.87,311.71,175.11,840.73,1980.76,5548.99,3091.840088,2226.54
11/13/2019,201.88,685.95,629.53,438.79,1103.19,1518.68,316.28,175.85,835.92,1967.22,5525.05,3094.040039,2228.63
11/14/2019,203.14,687.64,628.7,437.5,1102.38,1516.68,317,176.38,836.68,1964.96,5560.7,3096.629883,2228.99
11/15/2019,202.17,692.36,629.27,440.43,1126.75,1529.44,317.84,177.63,840.49,1987.49,5614.43,3120.459961,2229.39
11/16/2019,,,,,,,,,,,,,2229.7
11/17/2019,,,,,,,,,,,,,2230.02
11/18/2019,205.5,690.07,632.65,434.57,1122.5,1533.31,318.39,178.12,841.73,1978.76,5605.51,3122.030029,2230.15
11/19/2019,206.41,689.24,631.08,428.17,1129.84,1537.04,317.58,177.66,843.11,1978.62,5496.78,3120.179932,2230.1
11/20/2019,207.3,684.1,632.24,432.61,1128.87,1525.92,319.57,176.25,838.95,1971.75,5423.17,3108.459961,2230.62
11/21/2019,203.84,683.02,628.86,439.68,1131.35,1518.52,318.39,176.69,838.14,1960.77,5413.93,3103.540039,2230.16
11/22/2019,202.5,686.73,627.97,438.15,1135.88,1516.67,318.47,176.92,844.49,1957.32,5483.74,3110.290039,2229.71
11/23/2019,,,,,,,,,,,,,2230.02
11/24/2019,,,,,,,,,,,,,2230.34
11/25/2019,198.55,691.65,629.08,438.86,1147.99,1538.32,317.3,177.13,850.13,1989.57,5573.81,3133.639893,2231.19
11/26/2019,202.14,693.7,634.26,434.42,1147.21,1539.37,318.51,177.77,849.14,1966.47,5611.19,3140.52002,2233.02
11/27/2019,200.82,692.44,635,435.78,1152.73,1548.18,318.81,178.89,852.39,1990.53,5639.41,3153.629883,2234.39
11/28/2019,,,,,,,,,,,,,2234.7
11/29/2019,204.36,688.72,634.09,431.37,1148.69,1542.98,318.36,178.24,850.73,1968.16,5591.32,3140.97998,2235.06
11/30/2019,,,,,,,,,,,,,2235.37
12/1/2019,,,,,,,,,,,,,2235.69
12/2/2019,205.54,677.64,635.73,431.49,1143.63,1521.44,315.9,176.69,845.34,1940.82,5531.84,3113.870117,2236.24
12/3/2019,210.51,670.19,634.57,424.81,1141.25,1508.54,317.48,176.54,834.2,1918.95,5453.16,3093.199951,2236.17
12/4/2019,208.59,672.38,638.77,431.48,1151.67,1513.86,319.77,177.67,842.44,1938.63,5491.11,3112.76001,2239.9
12/5/2019,210.24,672.74,637.57,429.34,1152.01,1519.77,319.83,178.36,846.1,1939.12,5474.24,3117.429932,2243.13
12/6/2019,205.26,681.2,639.92,437.91,1159.11,1536.81,319.12,179.48,857.54,1961.66,5601.42,3145.909912,2247.68
12/7/2019,,,,,,,,,,,,,2247.99
12/8/2019,,,,,,,,,,,,,2248.31
